0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015363,0.024123,0.034513,0.046716,0.060906,0.077242,0.095061,0.11479,0.13623,0.15689,0.17876,0.20177,0.22531,0.24935,0.27339,0.29715,0.31998,0.34161,0.36434,0.38584,0.40276,0.41695,0.42816,0.43642,0.44173,0.44342,0.44175,0.44004,0.43751,0.43399,0.42974,0.42523,0.42091,0.41725,0.41474,0.41385,0.41498,0.41847,0.42419,0.4298,0.43792,0.44845,0.46248,0.47974,0.49987,0.52251,0.5472,0.57416,0.60241,0.63164,0.66329,0.69438,0.72444,0.75352,0.78107,0.80703,0.83114,0.85014,0.86602,0.87681,0.88449,0.89185,0.89615,0.89732,0.89518,0.88974,0.88165,0.87071,0.85436,0.83456,0.81233,0.78811,0.76216,0.73477,0.70622,0.67676,0.64667,0.61624,0.58577,0.55589,0.52674
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014747,0.023385,0.033639,0.04569,0.059713,0.07587,0.093404,0.11278,0.13381,0.15422,0.17585,0.19865,0.22197,0.24582,0.26968,0.29336,0.31611,0.33774,0.36025,0.38157,0.39854,0.41281,0.4242,0.4327,0.43834,0.44041,0.43914,0.43761,0.43528,0.43198,0.42797,0.42369,0.41963,0.41618,0.41386,0.41311,0.41435,0.4179,0.4236,0.42929,0.43738,0.44769,0.46141,0.47838,0.49818,0.52048,0.54486,0.57158,0.59961,0.62864,0.65993,0.69068,0.72044,0.7493,0.77665,0.80248,0.82646,0.84565,0.86177,0.87312,0.88139,0.88923,0.89411,0.89596,0.89459,0.89002,0.88293,0.87312,0.85822,0.83989,0.81914,0.79642,0.772,0.74614,0.71917,0.6913,0.66281,0.63397,0.60508,0.57676,0.54914
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014108,0.022588,0.032693,0.044578,0.058419,0.074379,0.091608,0.11062,0.1312,0.15137,0.17277,0.19535,0.21843,0.24208,0.26576,0.28931,0.31202,0.33369,0.356,0.37715,0.39419,0.40858,0.42015,0.42894,0.43498,0.43748,0.43667,0.43537,0.43328,0.43023,0.42649,0.42248,0.4187,0.4155,0.41339,0.4128,0.41415,0.41776,0.42344,0.42919,0.43723,0.4473,0.4607,0.47733,0.49674,0.51865,0.54266,0.56909,0.59686,0.62565,0.65649,0.68685,0.71627,0.74486,0.772,0.79766,0.82151,0.84083,0.85716,0.86908,0.87795,0.88628,0.89179,0.89436,0.8938,0.89011,0.88407,0.87545,0.86205,0.84528,0.82611,0.80498,0.78218,0.75794,0.73263,0.70646,0.67967,0.65252,0.62529,0.59863,0.57263
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01345,0.021761,0.031711,0.043424,0.057075,0.07283,0.089746,0.10838,0.12851,0.14842,0.16959,0.19192,0.21476,0.23819,0.26168,0.2851,0.30773,0.32942,0.35153,0.37251,0.3896,0.4041,0.41584,0.42488,0.43131,0.43424,0.43389,0.43285,0.431,0.4282,0.42472,0.42097,0.41747,0.41453,0.41263,0.41221,0.41367,0.41736,0.42302,0.42886,0.43687,0.44671,0.45979,0.47605,0.49509,0.51661,0.54021,0.56634,0.59383,0.62236,0.65275,0.68268,0.71176,0.74005,0.76695,0.79242,0.81612,0.83557,0.85208,0.86456,0.87402,0.88285,0.88898,0.8923,0.89259,0.8898,0.88485,0.87745,0.86562,0.85047,0.83295,0.81351,0.79242,0.7699,0.74635,0.72196,0.69697,0.6716,0.64613,0.62122,0.59695
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012778,0.02091,0.030699,0.042234,0.055689,0.071232,0.087828,0.10608,0.12576,0.1454,0.16632,0.18843,0.21103,0.23424,0.25753,0.28082,0.30336,0.3251,0.34701,0.36787,0.38504,0.39966,0.41159,0.4209,0.42777,0.43117,0.43132,0.43057,0.42901,0.42649,0.42328,0.41981,0.41659,0.41391,0.41223,0.41198,0.41357,0.41731,0.42295,0.42883,0.4368,0.44638,0.4591,0.47494,0.49352,0.51457,0.5377,0.56343,0.59056,0.61875,0.64862,0.67806,0.70668,0.73463,0.76122,0.78646,0.80994,0.82948,0.84613,0.85913,0.86914,0.87847,0.88525,0.88933,0.89051,0.88866,0.88482,0.8787,0.86849,0.85504,0.83928,0.82163,0.80236,0.78167,0.75997,0.73747,0.71437,0.69089,0.66728,0.64422,0.62177
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012096,0.020038,0.029631,0.040975,0.054221,0.069536,0.0858,0.10366,0.12287,0.14223,0.16289,0.18475,0.20712,0.23009,0.25318,0.27633,0.29878,0.32053,0.34228,0.36303,0.38032,0.39509,0.40722,0.41683,0.42417,0.42809,0.42881,0.42842,0.42719,0.42498,0.42209,0.41893,0.41603,0.41365,0.41222,0.41217,0.41389,0.41772,0.42333,0.42928,0.43719,0.44651,0.45887,0.47428,0.49237,0.5129,0.53551,0.56079,0.58747,0.61527,0.64456,0.67345,0.70158,0.7291,0.75535,0.78031,0.80354,0.82312,0.83989,0.85334,0.86387,0.87366,0.88108,0.88593,0.88799,0.88708,0.88436,0.87954,0.87096,0.85925,0.84531,0.8295,0.81211,0.79331,0.77352,0.75297,0.73182,0.7103,0.68862,0.66748,0.6469
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01141,0.01915,0.028537,0.039653,0.052676,0.067748,0.08367,0.10112,0.11987,0.13892,0.1593,0.18091,0.20303,0.22578,0.24864,0.27164,0.29399,0.31576,0.33733,0.35799,0.37538,0.39028,0.40266,0.4126,0.4204,0.42487,0.42619,0.4262,0.42534,0.42346,0.42091,0.41808,0.4155,0.41341,0.41224,0.4124,0.41426,0.41816,0.42375,0.42973,0.43758,0.44664,0.45862,0.47357,0.49114,0.51111,0.53315,0.55791,0.5841,0.61145,0.64013,0.66843,0.69602,0.72308,0.74894,0.77359,0.79656,0.81616,0.83303,0.84693,0.85795,0.86824,0.8763,0.8819,0.88485,0.88493,0.88334,0.87982,0.87291,0.86299,0.85091,0.83701,0.82156,0.80471,0.7869,0.76833,0.7492,0.72968,0.70998,0.69079,0.67215
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.010724,0.018251,0.02742,0.038297,0.051058,0.065872,0.081443,0.098486,0.11676,0.13549,0.15558,0.17692,0.19878,0.22129,0.24391,0.26673,0.28896,0.31074,0.33213,0.35269,0.37016,0.38519,0.39779,0.40802,0.41627,0.42126,0.42316,0.42359,0.42308,0.42154,0.41929,0.41676,0.41449,0.41267,0.41174,0.41208,0.41406,0.41802,0.42358,0.4296,0.43739,0.44618,0.4578,0.47232,0.48938,0.5088,0.53027,0.55453,0.58022,0.6071,0.63518,0.66291,0.68998,0.71659,0.74206,0.76643,0.78914,0.80875,0.82572,0.84005,0.85157,0.86233,0.87104,0.8774,0.88124,0.88229,0.88183,0.87961,0.87434,0.86619,0.85598,0.84402,0.83053,0.81565,0.79986,0.78331,0.76621,0.74873,0.73104,0.71385,0.69716
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.010042,0.017344,0.026285,0.03691,0.049396,0.063912,0.079125,0.095752,0.11356,0.13195,0.15174,0.17279,0.19438,0.21664,0.23903,0.26166,0.28377,0.30554,0.32676,0.34723,0.36479,0.37997,0.39279,0.40333,0.41204,0.41757,0.42007,0.42095,0.42083,0.41965,0.41772,0.4155,0.41354,0.41198,0.4113,0.41182,0.41392,0.41793,0.42344,0.42947,0.43719,0.44572,0.45694,0.47101,0.48753,0.50638,0.52727,0.55095,0.5761,0.60245,0.62988,0.657,0.68352,0.70964,0.7347,0.75873,0.78116,0.80076,0.81779,0.83252,0.84449,0.8557,0.86503,0.87214,0.87685,0.87885,0.87952,0.87859,0.87492,0.86856,0.86022,0.85021,0.83871,0.82583,0.81208,0.79756,0.78253,0.76711,0.75146,0.73629,0.72159
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.016434,0.025136,0.035497,0.047693,0.061894,0.076717,0.092895,0.11023,0.12826,0.14772,0.16847,0.18976,0.21175,0.23388,0.2563,0.27825,0.29998,0.32103,0.34139,0.35904,0.37434,0.38737,0.39821,0.40737,0.41344,0.41656,0.41793,0.41823,0.41743,0.41584,0.41394,0.41229,0.41102,0.41058,0.4113,0.41353,0.41759,0.42308,0.42912,0.43678,0.44506,0.4559,0.46952,0.48551,0.50377,0.52405,0.54716,0.57174,0.59752,0.62427,0.65074,0.67667,0.70228,0.7269,0.75057,0.77272,0.79228,0.80934,0.82441,0.83681,0.84845,0.85837,0.8662,0.87177,0.87471,0.87647,0.8768,0.8747,0.87008,0.86361,0.85556,0.84604,0.83517,0.82345,0.81099,0.79801,0.78465,0.77105,0.7579,0.74518
