0.043962,0.041582,0.039003,0.036251,0.03336,0.030369,0.027326,0.02428,0.021285,0.018389,0.01564,0.013078,0.010732,0.01,0.01,0.01,0.01,0.012711,0.01914,0.023225,0.028207,0.034344,0.041376,0.049098,0.057101,0.069801,0.083635,0.099005,0.11599,0.13471,0.1554,0.17869,0.20496,0.2339,0.26571,0.30053,0.33202,0.36354,0.39434,0.42379,0.45086,0.47438,0.49318,0.5062,0.51257,0.50856,0.49795,0.48069,0.46026,0.43336,0.4012,0.36517,0.32675,0.28738,0.2449,0.20495,0.1679,0.13436,0.1047,0.078998,0.056901,0.038287,0.023434,0.011819,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.053077,0.05041,0.04749,0.04434,0.040995,0.0375,0.033908,0.030279,0.026676,0.023164,0.019803,0.016646,0.013737,0.011108,0.01,0.01,0.01,0.012544,0.017931,0.021232,0.025306,0.030622,0.036831,0.043714,0.050851,0.062221,0.07462,0.088472,0.10388,0.12098,0.14011,0.16195,0.18695,0.21469,0.24543,0.27932,0.31039,0.34168,0.37244,0.40206,0.42968,0.45403,0.47397,0.48843,0.49651,0.49477,0.48648,0.4715,0.45294,0.42788,0.39739,0.36291,0.32581,0.28752,0.24622,0.2071,0.17057,0.13731,0.10771,0.081848,0.059431,0.040379,0.02513,0.013167,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.062809,0.059892,0.056661,0.053135,0.049347,0.045346,0.04119,0.036951,0.032705,0.02853,0.024504,0.020695,0.017162,0.013949,0.011087,0.01,0.01,0.012546,0.016863,0.01935,0.022473,0.026897,0.032341,0.038461,0.044829,0.054925,0.065952,0.078349,0.092234,0.10776,0.12538,0.14583,0.1696,0.1962,0.22588,0.25882,0.2895,0.32057,0.35129,0.3811,0.40921,0.43435,0.45542,0.47131,0.4811,0.48163,0.47565,0.463,0.44634,0.42313,0.39436,0.36139,0.32558,0.28832,0.2482,0.20989,0.17387,0.14083,0.11125,0.085169,0.062362,0.0428,0.02709,0.014723,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.072898,0.069794,0.066307,0.06245,0.058254,0.053768,0.049057,0.044202,0.039294,0.034426,0.029695,0.025188,0.020982,0.017135,0.01369,0.010668,0.01119,0.012738,0.015976,0.017695,0.019917,0.023551,0.028282,0.033696,0.039349,0.01,0.058094,0.069139,0.081587,0.095666,0.11186,0.13091,0.15348,0.17892,0.2075,0.23945,0.26967,0.30048,0.33109,0.36104,0.38955,0.41543,0.43757,0.45486,0.46632,0.46911,0.46546,0.45514,0.44036,0.41901,0.39197,0.3606,0.32613,0.28993,0.2509,0.21338,0.17782,0.14498,0.11532,0.088953,0.065744,0.045598,0.029359,0.016526,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.083036,0.079831,0.076168,0.072051,0.067508,0.062584,0.05735,0.051897,0.046329,0.04076,0.035303,0.030069,0.025152,0.020632,0.016563,0.012977,0.012596,0.013136,0.0153,0.016202,0.017444,0.020215,0.024227,0.028924,0.033846,0.041715,0.050218,0.059896,0.070883,0.0835,0.098203,0.1158,0.13713,0.16138,0.18885,0.21977,0.24955,0.28012,0.31067,0.34073,0.36968,0.39632,0.41956,0.43829,0.45148,0.45656,0.45527,0.44732,0.43452,0.4151,0.38984,0.36006,0.32694,0.29181,0.25384,0.21709,0.18198,0.14932,0.11956,0.09293,0.069299,0.048534,0.031736,0.018413,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.092881,0.089683,0.085949,0.08167,0.076864,0.071575,0.065877,0.059869,0.053668,0.047409,0.041227,0.035254,0.029608,0.024388,0.019666,0.015487,0.0142,0.013741,0.014855,0.014953,0.01521,0.017139,0.020495,0.024542,0.028806,0.035684,0.043029,0.051444,0.061134,0.072354,0.085659,0.10188,0.12198,0.14508,0.17145,0.20133,0.23065,0.26097,0.29144,0.32157,0.35089,0.37821,0.40248,0.42257,0.43742,0.4447,0.44571,0.44008,0.42924,0.41174,0.38825,0.36007,0.32829,0.29421,0.25726,0.22125,0.18656,0.15401,0.12416,0.097235,0.073152,0.051773,0.034362,0.0205,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.10172,0.098618,0.094906,0.09056,0.085587,0.080025,0.07395,0.067468,0.060709,0.053826,0.046975,0.040312,0.033977,0.02809,0.022741,0.017988,0.015838,0.014436,0.014565,0.013906,0.01325,0.014365,0.017139,0.020613,0.0243,0.030326,0.036641,0.043988,0.052481,0.06244,0.074477,0.08943,0.10838,0.13042,0.15574,0.18463,0.21351,0.24361,0.27401,0.30418,0.33383,0.36178,0.38701,0.40838,0.42481,0.43418,0.43738,0.43398,0.42503,0.40939,0.3876,0.36095,0.33045,0.29736,0.26132,0.22598,0.19161,0.15914,0.12916,0.10188,0.077307,0.055283,0.037211,0.022765,0.011443,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.11,0.10721,0.10373,0.099521,0.094568,0.088902,0.082592,0.075748,0.068513,0.061054,0.053552,0.046189,0.039131,0.032525,0.026483,0.021083,0.018027,0.015657,0.014791,0.013358,0.011775,0.012068,0.014257,0.017176,0.020374,0.025703,0.031193,0.037657,0.045134,0.054019,0.064975,0.078824,0.096771,0.11788,0.14229,0.1703,0.19881,0.22875,0.25915,0.28936,0.31931,0.34781,0.37391,0.39644,0.41431,0.42559,0.43081,0.42946,0.42226,0.40833,0.38811,0.36288,0.33354,0.30133,0.26606,0.23124,0.19709,0.16466,0.13448,0.10679,0.081705,0.059017,0.040244,0.025181,0.013328,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.11694,0.11462,0.11154,0.10763,0.10287,0.097264,0.090878,0.083819,0.076236,0.068313,0.060252,0.052257,0.044526,0.03723,0.030508,0.02446,0.02052,0.017218,0.015397,0.013219,0.010733,0.010265,0.011901,0.014308,0.01704,0.021835,0.026668,0.032372,0.038991,0.046962,0.056993,0.069863,0.086893,0.10711,0.13067,0.15782,0.18596,0.21572,0.24611,0.27636,0.30653,0.3355,0.36236,0.38594,0.40514,0.4182,0.42531,0.42591,0.4204,0.40814,0.38944,0.36558,0.33737,0.30601,0.27143,0.23707,0.20313,0.17067,0.14024,0.11211,0.086471,0.063099,0.043622,0.027878,0.01544,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.12213,0.12039,0.11783,0.11436,0.10993,0.10452,0.0982,0.091062,0.083263,0.074998,0.066489,0.057965,0.049648,0.041737,0.034399,0.027754,0.023004,0.018855,0.016167,0.013312,0.01,0.01,0.010011,0.011955,0.014284,0.018708,0.023055,0.028172,0.034113,0.041357,0.050649,0.062703,0.078943,0.098387,0.12115,0.14753,0.1753,0.20491,0.23528,0.26554,0.29584,0.32515,0.35261,0.37708,0.39742,0.41202,0.42081,0.42316,0.41919,0.40846,0.39118,0.3686,0.34145,0.31089,0.27689,0.24293,0.20918,0.1767,0.14602,0.11743,0.09127,0.06725,0.047081,0.030696,0.017649,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
