9.984238365488884437e-01,-4.606101488696967006e-01,-5.819320791876677612e-01,-1.570231273293748009e+00,-4.650545568364455873e-02,-1.446027528306666809e+00,4.109185732841017513e-01,-2.679345310582596507e-01,-3.254300584986817291e-01,9.807228518317430144e-01
6.714422554474909210e-01,-4.243451946694779542e-01,-4.474791414950562429e-01,-1.510581540751737339e+00,-3.346889306895052263e-01,-1.513045983026980679e+00,5.416191366679379282e-01,-3.594677678253750397e-01,-4.622752241752913771e-01,9.733831405722354058e-01
5.988372077407523308e-01,-4.647053085202608735e-01,-5.341903796591629394e-01,-1.436583771350196104e+00,-2.959430025642267315e-01,-1.649961196655630680e+00,4.067187513996343706e-01,-2.615689378786019148e-01,-3.691496307023112711e-01,8.102128445286872482e-01
3.855859636206884766e-01,-3.839261349212622076e-01,-7.561284224669991838e-01,-1.313690202853259326e+00,-3.820056152099732261e-01,-1.757360806184992130e+00,4.430018218406864272e-01,2.840162331487094960e-03,-2.577081929170553232e-01,9.391542366812981601e-01
3.091834037011481628e-01,-4.144517238700947681e-01,-5.781717217792804453e-01,-1.302494248376146579e+00,-3.654660062114909458e-01,-1.589277687639741421e+00,3.366808503816881570e-01,8.905699130960198495e-02,-5.670107055063751123e-01,7.978249826824217461e-01
2.477642947139787333e-01,-5.723285561976609870e-01,-6.097794227646916587e-01,-1.360250983561239302e+00,-5.188113404360732428e-01,-1.552200392208821889e+00,6.086597036347114464e-01,1.522083422391090346e-01,-4.428872559642834661e-01,8.571616622917206385e-01
-1.230837154587431370e-01,-3.280315721293883824e-01,-6.632409194897569416e-01,-1.299010486513914930e+00,-1.559642729549696183e-01,-1.682936660322455591e+00,6.289068771371300048e-01,-7.333158931188867025e-02,-6.242244781142956001e-01,8.320782904032323346e-01
-1.896993183906931502e-01,-3.211934343902856925e-01,-5.641816118303116800e-01,-1.224134274438352765e+00,-5.149276612510378381e-01,-1.711781384205545153e+00,6.920428683981851847e-01,-2.886583747726477744e-01,-2.843130932076567419e-01,6.954364877554658486e-01
-1.896993183906931502e-01,-3.211934343902856925e-01,-5.641816118303116800e-01,-1.224134274438352765e+00,-5.149276612510378381e-01,-1.711781384205545153e+00,6.920428683981851847e-01,-2.886583747726477744e-01,-2.843130932076567419e-01,6.954364877554658486e-01
-2.251598111740757413e-01,-1.160466558134031906e-01,-5.804333171407229930e-01,-1.234592338857296800e+00,-5.469383972784191972e-01,-1.802156193236390314e+00,5.636182437881204210e-01,-1.429461832550714684e-01,-4.512857031376525940e-01,5.980582519827942756e-01
-2.407569647136894586e-01,1.922645351544694237e-01,-4.566690249711919947e-01,-1.087013874319419093e+00,-7.198466229005452410e-01,-1.672573029069889916e+00,8.963286575577698034e-01,1.828381951668532623e-02,-4.910447549782385179e-01,4.594246025026443858e-01
-5.376168405389800675e-01,2.777424919696899197e-01,-1.624900558057206512e-01,-1.079365017079720657e+00,-4.002378177722951125e-01,-1.774652686369741827e+00,8.117626683006828880e-01,7.369711850032385769e-02,-4.892981706030209432e-01,2.322812797638184323e-01
-6.922197720123465237e-01,4.244570518169120121e-01,-2.034357296548180427e-01,-1.049248028985478642e+00,-7.326169293925545167e-01,-1.712109823724960345e+00,1.242333787445615956e+00,3.719250619719814410e-01,-1.809904849963983597e-02,2.889864673206036239e-01
-4.825584999730779812e-01,7.326653703431185161e-01,-3.745825794708183137e-02,-1.119454706341262984e+00,-9.284572720142892921e-01,-1.326843271835955074e+00,1.738697837387465750e+00,6.581542878949269149e-01,4.604091455083347828e-02,2.761545357201570239e-01
-4.362988748249006510e-01,6.448902400419002090e-01,-4.336964342650115323e-03,-1.192441463882918828e+00,-8.143589658226153549e-01,-1.301210818748615328e+00,1.874466573447516327e+00,7.354619411516811756e-01,-6.477307740118212753e-02,2.206374797762337137e-01
-3.060730755406941839e-01,9.267906925159068443e-01,6.134716422080754850e-02,-1.143244628314342926e+00,-1.092432159917260170e+00,-1.147129360152030930e+00,1.927728319203846352e+00,7.768068349984125209e-01,-1.303482334473381188e-01,3.106874235847438270e-01
-2.747457436092669014e-01,9.256310452066494054e-01,1.478316216246323145e-01,-1.054869644105821402e+00,-1.155343575184813565e+00,-1.226286891829266423e+00,1.936504511292406416e+00,7.053864313655283658e-01,-1.133761040261580394e-01,1.933687668438485163e-01
5.435020427326277270e-04,1.015463304384594423e+00,3.414387224773511864e-01,-1.164019489856538803e+00,-1.000970248842309784e+00,-1.112457875141746877e+00,1.910458004982778180e+00,8.776501662512629087e-01,-4.880105726945957456e-02,9.068987213341100917e-02
9.338358736531117421e-02,9.939654649294386024e-01,1.685212733418316455e-01,-1.238995913681576022e+00,-7.843405198195305683e-01,-8.442002474791647781e-01,1.926159992037465685e+00,6.584489279603789047e-01,-8.266451113146909557e-02,1.387915950920620423e-01
1.663799036923025235e-02,9.142393243925540647e-01,2.358175729714828694e-01,-1.273623566364507020e+00,-1.413700006304571932e+00,-6.848638869896653825e-01,1.796803354498273109e+00,6.973250649824845881e-01,-2.928493969746115422e-01,3.576365931431470524e-01
-2.395464077568181527e-01,1.118792212600841829e+00,3.579962757092313153e-01,-1.177328414284043667e+00,-1.359721177058677011e+00,-6.550767276847737630e-01,1.744565370120915615e+00,1.080084663235881148e+00,-2.033495492770593660e-01,6.569643688672198723e-01
2.240234258044213056e-02,1.027048625858216768e+00,4.425803697247156498e-01,-1.150559150162989930e+00,-1.349631384651619470e+00,-9.005864633663754892e-01,1.810331646433071207e+00,8.889500795539395650e-01,-5.699343335584880488e-02,7.582045563193189341e-01
-3.905011062860166970e-02,1.089376738157250557e+00,4.055361074440143043e-01,-1.381457932923538134e+00,-1.152721202236256737e+00,-8.891257185111643979e-01,1.665580339269737031e+00,1.103666693757770600e+00,-2.700024345705057671e-01,7.690837763555385953e-01
-1.357917560952316971e-01,9.856073707725623301e-01,3.192117051114533588e-01,-1.188967016320877867e+00,-1.119689851080947207e+00,-3.999492937753896804e-01,1.079935346747479041e+00,9.412055158447117931e-01,-4.413873301268600446e-01,5.530284367895749176e-01
-3.653330073707498071e-01,9.725389544821881893e-01,-2.635128080679230989e-01,-1.406491090721696535e+00,-1.169278265013495854e+00,-3.252135077247345074e-01,9.902284169578459139e-01,5.341614204857205728e-01,-5.544314692087644048e-01,7.866852686500498404e-01
-2.152968509271605546e-01,1.071813645752583755e+00,-2.574559940839810657e-01,-1.455207973557820500e+00,-1.203314343025574384e+00,-2.262989430622532883e-01,9.205176007155876361e-01,6.044417140727029736e-01,-4.574036142183367515e-01,9.409529887032841433e-01
-6.209409852945322328e-01,1.213132438594199281e+00,5.737036504555198535e-02,-8.915487373477014588e-01,-1.244959111416730879e+00,-8.480914582153331605e-02,8.782249078127748465e-01,4.988182931462519787e-01,-7.824318233438302128e-01,1.063564664507238744e+00
-5.188361465671834649e-01,1.164419039544619672e+00,9.580877655369712809e-02,-9.906151289879860933e-01,-1.137557525738875697e+00,2.550607083569392808e-01,1.030044533678910801e+00,4.491522099107230215e-01,-5.828854259206361910e-01,1.206136066782529825e+00
