0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0017986,0.0036531,0.0063558,0.010135,0.016134,0.028301,0.043593,0.062473,0.085363,0.11262,0.14448,0.18107,0.2223,0.26792,0.31746,0.37027,0.42552,0.48225,0.53939,0.5956,0.64971,0.70021,0.74566,0.78471,0.81347,0.83437,0.84689,0.85058,0.8453,0.8309,0.80805,0.77726,0.73925,0.69425,0.641,0.58509,0.52751,0.46936,0.4118,0.35591,0.30271,0.25306,0.20763,0.16687,0.13103,0.10012,0.073992,0.052343,0.034948,0.021313,0.011201,0.004247,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0010174,0.0026365,0.0050592,0.0085145,0.013259,0.020499,0.033683,0.050108,0.070212,0.094386,0.12294,0.15608,0.19385,0.23612,0.28259,0.33274,0.38589,0.44119,0.49767,0.55422,0.60949,0.66234,0.71121,0.75468,0.79149,0.81826,0.83711,0.84753,0.84914,0.84183,0.82546,0.80083,0.76846,0.7291,0.683,0.62932,0.57318,0.51561,0.45771,0.4006,0.34536,0.29297,0.24424,0.19979,0.16005,0.1252,0.095246,0.069994,0.049174,0.032548,0.019605,0.010142,0.0037719,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015514,0.0036565,0.006737,0.011051,0.016884,0.025482,0.039811,0.057503,0.07897,0.10457,0.13456,0.16909,0.20814,0.25154,0.29891,0.3497,0.40319,0.4585,0.51466,0.5705,0.62468,0.67607,0.72311,0.76439,0.79875,0.82332,0.83992,0.84802,0.84735,0.83783,0.81932,0.79275,0.75868,0.7179,0.67066,0.61654,0.56019,0.50267,0.44506,0.38848,0.33397,0.28247,0.23475,0.19139,0.15275,0.11898,0.090048,0.065737,0.045818,0.03003,0.017837,0.0090662,0.0033016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0010174,0.0023483,0.0050478,0.0089131,0.014231,0.021309,0.031415,0.047049,0.066172,0.089165,0.11634,0.1479,0.18394,0.22437,0.26894,0.31724,0.36864,0.4224,0.47763,0.5333,0.58825,0.64112,0.6908,0.73573,0.77456,0.80623,0.82834,0.8424,0.84795,0.84477,0.83282,0.81201,0.78337,0.74751,0.70525,0.65687,0.60231,0.54581,0.48841,0.43119,0.37524,0.32158,0.2711,0.22451,0.18235,0.14492,0.11234,0.084517,0.061269,0.042319,0.02743,0.016038,0.0079951,0.0028454,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0016896,0.0034987,0.006915,0.011704,0.018178,0.026665,0.038426,0.055525,0.076239,0.10091,0.12979,0.16304,0.20067,0.24253,0.28831,0.3375,0.38948,0.44343,0.49847,0.55349,0.60737,0.65871,0.70645,0.74902,0.78518,0.81395,0.83335,0.84467,0.84748,0.84161,0.82708,0.80384,0.77303,0.73531,0.69153,0.64203,0.58706,0.53044,0.4732,0.41644,0.36121,0.30849,0.25911,0.21376,0.17288,0.13675,0.10541,0.078765,0.056647,0.038725,0.02479,0.014242,0.006949,0.002412,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0011614,0.0025304,0.0049052,0.0091355,0.014958,0.022706,0.032725,0.046246,0.064938,0.087369,0.11384,0.14454,0.17957,0.21886,0.26219,0.30918,0.35927,0.41176,0.46584,0.5206,0.57483,0.62747,0.6771,0.72269,0.7627,0.796,0.82172,0.83823,0.84662,0.84653,0.83782,0.82059,0.79482,0.76177,0.72215,0.67684,0.62624,0.57089,0.51419,0.45718,0.40095,0.34652,0.29482,0.24664,0.20259,0.16308,0.12831,0.098286,0.072861,0.051932,0.035091,0.022154,0.01248,0.0059471,0.0020084,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0018754,0.0037337,0.0068026,0.011982,0.018983,0.028157,0.03986,0.05527,0.075701,0.099982,0.12836,0.16098,0.19785,0.23883,0.28363,0.33179,0.38269,0.43561,0.48968,0.54395,0.59719,0.64837,0.69602,0.73921,0.77643,0.80665,0.82909,0.8425,0.84779,0.84461,0.83292,0.81287,0.78448,0.74916,0.70764,0.66083,0.6092,0.55353,0.49684,0.44017,0.38459,0.33107,0.28052,0.23365,0.19101,0.15295,0.11962,0.090979,0.066879,0.047188,0.031469,0.019564,0.010783,0.005006,0.0016403,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0013435,0.0027654,0.0052023,0.0090702,0.015304,0.023595,0.034308,0.047804,0.065191,0.087469,0.1137,0.14408,0.17867,0.21742,0.26011,0.30636,0.35564,0.4073,0.46053,0.51449,0.56812,0.62021,0.66974,0.71523,0.75582,0.79006,0.81706,0.8361,0.84626,0.84831,0.84194,0.82717,0.80423,0.77321,0.73561,0.6922,0.64395,0.59135,0.53543,0.47882,0.42257,0.36771,0.3152,0.26587,0.22039,0.17924,0.14269,0.11085,0.083624,0.060892,0.04248,0.027914,0.017061,0.009178,0.0041391,0.0013112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0019628,0.0038535,0.0069628,0.011735,0.019123,0.028808,0.041162,0.056546,0.075982,0.1002,0.12847,0.1609,0.19751,0.23816,0.28253,0.33019,0.38053,0.43283,0.48627,0.53993,0.59275,0.64348,0.69114,0.73425,0.77204,0.80313,0.82675,0.84225,0.84901,0.84769,0.83802,0.82009,0.79421,0.76057,0.72072,0.6755,0.62588,0.57245,0.51636,0.45994,0.40423,0.35023,0.29885,0.25086,0.20687,0.16728,0.13233,0.10203,0.076305,0.054972,0.037867,0.024475,0.01468,0.0076862,0.0033559,0.001023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0014074,0.0028571,0.0053302,0.0092432,0.015062,0.023738,0.03495,0.049074,0.06646,0.08803,0.11429,0.14466,0.1792,0.21783,0.26034,0.30634,0.3553,0.40656,0.45936,0.51284,0.566,0.6178,0.66696,0.71253,0.75306,0.78785,0.81564,0.83574,0.84761,0.85088,0.84612,0.8331,0.81199,0.78318,0.74694,0.70491,0.65795,0.60707,0.55291,0.49675,0.44062,0.38554,0.33249,0.28233,0.23576,0.19332,0.15535,0.12202,0.093289,0.069098,0.049187,0.033407,0.021197,0.012451,0.0063247,0.002662,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
